step,epoch,phase,train_loss,train_action_l1,lr,eval_action_l1,source
4350,,train,0.0836916044354438,0.0825903341174125,0.0001,,swanlab
4400,,train,0.1029950529336929,0.1003133580088615,0.0001,,swanlab
4450,,train,0.1013782769441604,0.0983460322022438,0.0001,,swanlab
4500,,train,0.1038349047303199,0.1008031889796257,0.0001,,swanlab
4550,,train,0.0979834347963333,0.0967640504240989,0.0001,,swanlab
4600,,train,0.0905992463231086,0.0880694910883903,0.0001,,swanlab
4650,,train,0.1004155948758125,0.0965460985898971,0.0001,,swanlab
4700,,train,0.0938969105482101,0.0918872132897377,0.0001,,swanlab
4750,,train,0.0985708683729171,0.0959380194544792,0.0001,,swanlab
4800,,train,0.0992497354745864,0.0970497354865074,0.0001,,swanlab
4850,,train,0.0964387655258178,0.0939439982175827,0.0001,,swanlab
4900,,train,0.0958563983440399,0.0939315110445022,0.0001,,swanlab
4950,,train,0.0990887284278869,0.096080332994461,0.0001,,swanlab
5000,,train,0.0962984040379524,0.0943165868520736,0.0001,,swanlab
5050,,train,0.0911862328648567,0.0894688069820404,0.0001,,swanlab
5100,,train,0.0938738286495208,0.0911411345005035,0.0001,,swanlab
5150,,train,0.0901534631848335,0.0868642032146453,0.0001,,swanlab
5200,,train,0.0901917964220047,0.0861543491482734,0.0001,,swanlab
5250,,train,0.091770514845848,0.0889244899153709,0.0001,,swanlab
5300,,train,0.0918712317943573,0.0898638293147087,0.0001,,swanlab
5350,,train,0.0874240696430206,0.0850157067179679,0.0001,,swanlab
5400,,train,0.0904344692826271,0.088270790874958,0.0001,,swanlab
5450,,train,0.0851592049002647,0.0834899991750717,0.0001,,swanlab
5500,,train,0.0898037776350975,0.0878165736794471,0.0001,,swanlab
5550,,train,0.0828432515263557,0.0814557000994682,0.0001,,swanlab
5600,,train,0.0924214050173759,0.0910835936665535,0.0001,,swanlab
5650,,train,0.0895527452230453,0.0878878384828567,0.0001,,swanlab
5700,,train,0.0826597735285759,0.0809021219611167,0.0001,,swanlab
5750,,train,0.0943182930350303,0.0917641371488571,0.0001,,swanlab
5800,,train,0.0851050466299057,0.083095908164978,0.0001,,swanlab
5850,,train,0.0921567231416702,0.0901009738445282,0.0001,,swanlab
5900,,train,0.0927540138363838,0.0906308963894844,0.0001,,swanlab
5950,,train,0.0836048573255539,0.0814518257975578,0.0001,,swanlab
6000,,train,0.0949459746479988,0.0934752747416496,0.0001,,swanlab
6050,,train,0.0883833169937133,0.0871449410915374,0.0001,,swanlab
6100,,train,0.0922648981213569,0.090705893933773,0.0001,,swanlab
6150,,train,0.0831234976649284,0.080418162047863,0.0001,,swanlab
6200,,train,0.0901884511113166,0.0871957913041114,0.0001,,swanlab
6250,,train,0.0927378162741661,0.0906636416912078,0.0001,,swanlab
6282,,eval,,,,0.1464656293392181,swanlab
6300,,train,0.092205747961998,0.0879397541284561,0.0001,,swanlab
6350,,train,0.0834712460637092,0.0803029760718345,0.0001,,swanlab
6400,,train,0.0865385383367538,0.0843389183282852,0.0001,,swanlab
6450,,train,0.089568942785263,0.0878422632813453,0.0001,,swanlab
6500,,train,0.0878479182720184,0.0847547128796577,0.0001,,swanlab
6550,,train,0.087300918996334,0.0858100205659866,0.0001,,swanlab
6600,,train,0.0808324292302131,0.0789749175310134,0.0001,,swanlab
6650,,train,0.087696298956871,0.0853558853268623,0.0001,,swanlab
6700,,train,0.0801576599478721,0.0783412680029869,0.0001,,swanlab
6750,,train,0.0842729955911636,0.0819625407457351,0.0001,,swanlab
6800,,train,0.089807316660881,0.0875475257635116,0.0001,,swanlab
6850,,train,0.0873334854841232,0.0842713862657547,0.0001,,swanlab
6900,,train,0.0860701948404312,0.0837678387761116,0.0001,,swanlab
6950,,train,0.0809723660349845,0.0788520947098732,0.0001,,swanlab
7000,,train,0.0862506181001663,0.0837557390332222,0.0001,,swanlab
7050,,train,0.076788805425167,0.0735843703150749,0.0001,,swanlab
7100,,train,0.0794159621000289,0.0764497369527816,0.0001,,swanlab
7150,,train,0.0810601636767387,0.0774056240916252,0.0001,,swanlab
7200,,train,0.0811978057026863,0.0780678689479827,0.0001,,swanlab
7250,,train,0.0771068483591079,0.0750612244009971,0.0001,,swanlab
7300,,train,0.0874751284718513,0.0858862027525901,0.0001,,swanlab
7350,,train,0.0755436196923255,0.0725875124335289,0.0001,,swanlab
7400,,train,0.0811062902212143,0.077983520925045,0.0001,,swanlab
7450,,train,0.0796774700284004,0.0779388546943664,0.0001,,swanlab
7500,,train,0.086989052593708,0.0842135399580001,0.0001,,swanlab
7550,,train,0.0835989862680435,0.0817923322319984,0.0001,,swanlab
7600,,train,0.0852198749780654,0.0835263580083847,0.0001,,swanlab
7650,,train,0.0836692005395889,0.0814470946788787,0.0001,,swanlab
7700,,train,0.0818082839250564,0.081110343337059,0.0001,,swanlab
7750,,train,0.0877434015274047,0.0848781391978263,0.0001,,swanlab
7800,,train,0.0837909802794456,0.0825987756252288,0.0001,,swanlab
7850,,train,0.0813275724649429,0.0804580003023147,0.0001,,swanlab
7900,,train,0.0886020213365554,0.0869746431708335,0.0001,,swanlab
7950,,train,0.0829919055104255,0.0811612010002136,0.0001,,swanlab
8000,,train,0.0773914456367492,0.0747345015406608,0.0001,,swanlab
8050,,train,0.0843667462468147,0.0827308595180511,0.0001,,swanlab
8100,,train,0.0779812783002853,0.0762633234262466,0.0001,,swanlab
8150,,train,0.0807593911886215,0.0794633850455284,0.0001,,swanlab
8200,,train,0.0838013738393783,0.0820764750242233,0.0001,,swanlab
8250,,train,0.074455626308918,0.0727382749319076,0.0001,,swanlab
8300,,train,0.0811122506856918,0.0799943655729293,0.0001,,swanlab
8350,,train,0.0811594128608703,0.0797140151262283,0.0001,,swanlab
8376,,eval,,,,0.1547706872224807,swanlab
8400,,train,0.0806132778525352,0.0782275646924972,0.0001,,swanlab
8450,,train,0.0764233022928237,0.0752485021948814,0.0001,,swanlab
8500,,train,0.0791681855916976,0.0783227905631065,0.0001,,swanlab
8550,,train,0.0826824083924293,0.0806697979569435,0.0001,,swanlab
8600,,train,0.0823793560266494,0.079044260084629,0.0001,,swanlab
8650,,train,0.0820578411221504,0.0801135301589965,0.0001,,swanlab
8700,,train,0.0826774910092353,0.0803784355521202,0.0001,,swanlab
8750,,train,0.0783474296331405,0.0761847719550132,0.0001,,swanlab
8800,,train,0.074686698615551,0.0736225023865699,0.0001,,swanlab
8850,,train,0.0759957730770111,0.0752976089715957,0.0001,,swanlab
8900,,train,0.0742254629731178,0.0726034045219421,0.0001,,swanlab
8950,,train,0.0815704688429832,0.0797643214464187,0.0001,,swanlab
9000,,train,0.0789906978607177,0.0775444284081459,0.0001,,swanlab
9050,,train,0.0760130435228347,0.0732579231262207,0.0001,,swanlab
9100,,train,0.0808267518877983,0.0792804583907127,0.0001,,swanlab
9150,,train,0.0807475447654724,0.0803615599870681,0.0001,,swanlab
9200,,train,0.0748910903930664,0.0747254639863967,0.0001,,swanlab
9250,,train,0.0760824456810951,0.0738212093710899,0.0001,,swanlab
9300,,train,0.0863267853856086,0.083883598446846,0.0001,,swanlab
9350,,train,0.0723345726728439,0.0688023492693901,0.0001,,swanlab
9400,,train,0.0727969110012054,0.0706267207860946,0.0001,,swanlab
9450,,train,0.0801259726285934,0.0788922533392906,0.0001,,swanlab
9500,,train,0.0784814283251762,0.0761763304471969,0.0001,,swanlab
9550,,train,0.0790217518806457,0.076754555106163,0.0001,,swanlab
9600,,train,0.0737801566720008,0.0729660168290138,0.0001,,swanlab
9650,,train,0.0724344030022621,0.0704726576805114,0.0001,,swanlab
9700,,train,0.0773316994309425,0.0751945674419403,0.0001,,swanlab
9750,,train,0.0769601464271545,0.0747256129980087,0.0001,,swanlab
9800,,train,0.0778579637408256,0.0751460641622543,0.0001,,swanlab
9850,,train,0.0793044939637184,0.0771507248282432,0.0001,,swanlab
9900,,train,0.0738079398870468,0.0732893496751785,0.0001,,swanlab
9950,,train,0.0735203847289085,0.0726372227072715,0.0001,,swanlab
10000,,train,0.0771626681089401,0.0754426047205925,0.0001,,swanlab
10050,,train,0.0757350251078605,0.0739025026559829,0.0001,,swanlab
10100,,train,0.0809399187564849,0.0798134505748748,0.0001,,swanlab
10150,,train,0.0821643397212028,0.0798090547323226,0.0001,,swanlab
10200,,train,0.0713889002799987,0.069098949432373,0.0001,,swanlab
10250,,train,0.0722093358635902,0.0715647637844085,0.0001,,swanlab
10300,,train,0.0708992034196853,0.0692801401019096,0.0001,,swanlab
10350,,train,0.0727276653051376,0.0709769949316978,0.0001,,swanlab
10400,,train,0.0814650133252143,0.0797852799296379,0.0001,,swanlab
10450,,train,0.0727903693914413,0.0700459256768226,0.0001,,swanlab
10470,,eval,,,,0.149990901350975,swanlab
10500,,train,0.0725138634443283,0.0717819109559059,0.0001,,swanlab
10550,,train,0.0718758404254913,0.070834219455719,0.0001,,swanlab
10600,,train,0.068228580057621,0.066655196249485,0.0001,,swanlab
10650,,train,0.0655206441879272,0.0636771470308303,0.0001,,swanlab
10700,,train,0.0756049752235412,0.0734076276421547,0.0001,,swanlab
10750,,train,0.065493144094944,0.0645666122436523,0.0001,,swanlab
10800,,train,0.0830611363053321,0.0803874433040618,0.0001,,swanlab
10850,,train,0.0751751214265823,0.0738300830125808,0.0001,,swanlab
10900,,train,0.070711962878704,0.0679640620946884,0.0001,,swanlab
10950,,train,0.0700228065252304,0.0665975734591484,0.0001,,swanlab
11000,,train,0.0695438161492347,0.0679170042276382,0.0001,,swanlab
11050,,train,0.0678690448403358,0.0678586587309837,0.0001,,swanlab
11100,,train,0.0743976533412933,0.0722726136445999,0.0001,,swanlab
11150,,train,0.0732427909970283,0.0718734487891197,0.0001,,swanlab
11200,,train,0.0733494386076927,0.0698315054178237,0.0001,,swanlab
11250,,train,0.0723458006978035,0.0698912069201469,0.0001,,swanlab
11300,,train,0.070927195250988,0.0690127611160278,0.0001,,swanlab
11350,,train,0.0679675638675689,0.0684394538402557,0.0001,,swanlab
11400,,train,0.069802202284336,0.068514198064804,0.0001,,swanlab
11450,,train,0.0728941038250923,0.0714710280299186,0.0001,,swanlab
11500,,train,0.0715056955814361,0.0686554536223411,0.0001,,swanlab
11550,,train,0.0707778334617614,0.0695053488016128,0.0001,,swanlab
11600,,train,0.067058227956295,0.0649033561348915,0.0001,,swanlab
11650,,train,0.0754891335964202,0.0729222297668457,0.0001,,swanlab
11700,,train,0.0770011693239212,0.0756864100694656,0.0001,,swanlab
11750,,train,0.0682080760598182,0.0644821524620056,0.0001,,swanlab
11800,,train,0.0739306062459945,0.0716176554560661,0.0001,,swanlab
11850,,train,0.0641498416662216,0.0627406984567642,0.0001,,swanlab
11900,,train,0.0732635408639907,0.071334958076477,0.0001,,swanlab
11950,,train,0.0646864175796508,0.0636004582047462,0.0001,,swanlab
12000,,train,0.0730911940336227,0.0712765455245971,0.0001,,swanlab
12050,,train,0.0723990648984909,0.0705556422472,0.0001,,swanlab
12100,,train,0.0692864879965782,0.0675832778215408,0.0001,,swanlab
12150,,train,0.0647276639938354,0.0639535710215568,0.0001,,swanlab
12200,,train,0.0700940638780593,0.0690092220902443,0.0001,,swanlab
12250,,train,0.0674857571721077,0.0640414729714393,0.0001,,swanlab
12300,,train,0.0701861530542373,0.0673015117645263,0.0001,,swanlab
12350,,train,0.0697958916425705,0.0690477266907692,0.0001,,swanlab
12400,,train,0.0703756138682365,0.0672477632761001,0.0001,,swanlab
12450,,train,0.0686084851622581,0.0650053918361663,0.0001,,swanlab
12500,,train,0.0734375342726707,0.0704518482089042,0.0001,,swanlab
12550,,train,0.0683506354689598,0.0659330412745475,0.0001,,swanlab
12564,,eval,,,,0.1525104641914367,swanlab
12600,,train,0.0681632235646247,0.0655765309929847,0.0001,,swanlab
12650,,train,0.0606471970677375,0.0593464486300945,0.0001,,swanlab
12700,,train,0.0643515884876251,0.0632356628775596,0.0001,,swanlab
12750,,train,0.0700052380561828,0.0665052384138107,0.0001,,swanlab
12800,,train,0.0689317733049392,0.0680674836039543,0.0001,,swanlab
12850,,train,0.0684891268610954,0.0659175142645835,0.0001,,swanlab
12900,,train,0.0689867585897445,0.0659689754247665,0.0001,,swanlab
12950,,train,0.0648944452404975,0.0621886141598224,0.0001,,swanlab
13000,,train,0.0695184767246246,0.0651030242443084,0.0001,,swanlab
13050,,train,0.0660905838012695,0.0635612830519676,0.0001,,swanlab
13100,,train,0.0671363398432731,0.0642764717340469,0.0001,,swanlab
13150,,train,0.0655212700366973,0.0641085803508758,0.0001,,swanlab
13200,,train,0.0681451261043548,0.0649653300642967,0.0001,,swanlab
13250,,train,0.0636300519108772,0.0623333044350147,0.0001,,swanlab
13300,,train,0.0625074505805969,0.0605361945927143,0.0001,,swanlab
13350,,train,0.0654577240347862,0.0621354691684246,0.0001,,swanlab
13400,,train,0.0660208687186241,0.0638376846909523,0.0001,,swanlab
13450,,train,0.064514972269535,0.061947152018547,0.0001,,swanlab
13500,,train,0.0665769651532173,0.0655298829078674,0.0001,,swanlab
13550,,train,0.070587582886219,0.0685274675488472,0.0001,,swanlab
13600,,train,0.0705723464488983,0.0668161362409591,0.0001,,swanlab
13650,,train,0.0632048100233078,0.0591029226779937,0.0001,,swanlab
13700,,train,0.0646191537380218,0.0622272789478302,0.0001,,swanlab
13750,,train,0.0636718645691871,0.061803750693798,0.0001,,swanlab
13800,,train,0.0648736804723739,0.0627450868487358,0.0001,,swanlab
13850,,train,0.0711405649781227,0.0688917189836502,0.0001,,swanlab
13900,,train,0.0672432333230972,0.0647922232747078,0.0001,,swanlab
13950,,train,0.0666416734457016,0.0650756657123565,0.0001,,swanlab
14000,,train,0.064438447356224,0.0617720857262611,0.0001,,swanlab
14050,,train,0.0661192238330841,0.0641313046216964,0.0001,,swanlab
14100,,train,0.0609536319971084,0.0585895888507366,0.0001,,swanlab
14150,,train,0.06954126060009,0.067072793841362,0.0001,,swanlab
14200,,train,0.0689846128225326,0.0642166063189506,0.0001,,swanlab
14250,,train,0.0605800673365592,0.0588314719498157,0.0001,,swanlab
14300,,train,0.062462743371725,0.0587024204432964,0.0001,,swanlab
14350,,train,0.0628682151436805,0.0600056126713752,0.0001,,swanlab
14400,,train,0.0686113610863685,0.0664876848459243,0.0001,,swanlab
14450,,train,0.0662752017378807,0.0637127384543418,0.0001,,swanlab
14500,,train,0.0632340162992477,0.0614141598343849,0.0001,,swanlab
14550,,train,0.0589324347674846,0.0578418225049972,0.0001,,swanlab
14600,,train,0.0663202404975891,0.0647773593664169,0.0001,,swanlab
14650,,train,0.0644271969795227,0.0640839263796806,0.0001,,swanlab
14658,,eval,,,,0.1553950160741806,swanlab
14700,,train,0.0628755316138267,0.0613027364015579,0.0001,,swanlab
14750,,train,0.0558012872934341,0.0542276799678802,0.0001,,swanlab
14800,,train,0.0600705109536647,0.0578144639730453,0.0001,,swanlab
14850,,train,0.0619113408029079,0.0595661625266075,0.0001,,swanlab
14900,,train,0.0706499144434928,0.0685541480779647,0.0001,,swanlab
14950,,train,0.0635304301977157,0.0595671646296978,0.0001,,swanlab
15000,,train,0.0664585009217262,0.0623533613979816,0.0001,,swanlab
15050,,train,0.0685632601380348,0.0650899708271026,0.0001,,swanlab
15100,,train,0.0701091885566711,0.0651318877935409,0.0001,,swanlab
15150,,train,0.065030463039875,0.0604854337871074,0.0001,,swanlab
15200,,train,0.0627198368310928,0.0587229169905185,0.0001,,swanlab
15250,,train,0.0596179962158203,0.0565379448235034,0.0001,,swanlab
15300,,train,0.0704648494720459,0.0683980584144592,0.0001,,swanlab
15350,,train,0.0617541521787643,0.0576721504330635,0.0001,,swanlab
15400,,train,0.0621223039925098,0.0587254203855991,0.0001,,swanlab
15450,,train,0.0654666274785995,0.0622944422066211,0.0001,,swanlab
15500,,train,0.0620048567652702,0.0585994496941566,0.0001,,swanlab
15550,,train,0.0626316890120506,0.060999795794487,0.0001,,swanlab
15600,,train,0.0642737448215484,0.0604692734777927,0.0001,,swanlab
15650,,train,0.0648334547877311,0.0622702538967132,0.0001,,swanlab
15700,,train,0.0692824050784111,0.0652836263179779,0.0001,,swanlab
15750,,train,0.0659839436411857,0.0623242184519767,0.0001,,swanlab
15800,,train,0.0657247528433799,0.0631654113531112,0.0001,,swanlab
15850,,train,0.0671848282217979,0.0639705434441566,0.0001,,swanlab
15900,,train,0.0611981526017189,0.0590423122048378,0.0001,,swanlab
15950,,train,0.0591939464211463,0.0582581497728824,0.0001,,swanlab
16000,,train,0.0600356459617614,0.056523036211729,0.0001,,swanlab
16050,,train,0.0626472830772399,0.0597008801996707,0.0001,,swanlab
16100,,train,0.062284767627716,0.058673121035099,0.0001,,swanlab
16150,,train,0.0679706633090972,0.064747467637062,0.0001,,swanlab
16200,,train,0.0631448328495025,0.0621187686920166,0.0001,,swanlab
16250,,train,0.0661684498190879,0.0626809298992157,0.0001,,swanlab
16300,,train,0.0600542947649955,0.058378167450428,0.0001,,swanlab
16350,,train,0.0625208914279937,0.0607574768364429,0.0001,,swanlab
16400,,train,0.061598677188158,0.0588546395301818,0.0001,,swanlab
16450,,train,0.0716389194130897,0.0677751302719116,0.0001,,swanlab
16500,,train,0.0669432953000068,0.0634749680757522,0.0001,,swanlab
16550,,train,0.062235303223133,0.0591625683009624,0.0001,,swanlab
16600,,train,0.062619425356388,0.0592225715517997,0.0001,,swanlab
16650,,train,0.0621005818247795,0.0590416938066482,0.0001,,swanlab
16700,,train,0.0648429691791534,0.0625712499022483,0.0001,,swanlab
16750,,train,0.0668036639690399,0.0621607340872287,0.0001,,swanlab
16752,,eval,,,,0.1549013704061508,swanlab
