step,epoch,phase,train_loss,train_action_l1,lr,eval_action_l1,source
1750,,train,0.1108318865299224,0.1058869063854217,0.0001,,swanlab
1800,,train,0.1072171479463577,0.10210070759058,0.0001,,swanlab
1850,,train,0.1099710315465927,0.105491504073143,0.0001,,swanlab
1900,,train,0.1050660461187362,0.1023819893598556,0.0001,,swanlab
1950,,train,0.1013599559664726,0.0982474237680435,0.0001,,swanlab
2000,,train,0.0945524051785469,0.092653326690197,0.0001,,swanlab
2050,,train,0.1036537140607834,0.1004900261759758,0.0001,,swanlab
2100,,train,0.1074315756559372,0.1036231890320778,0.0001,,swanlab
2150,,train,0.1013460680842399,0.0988656133413314,0.0001,,swanlab
2151,,eval,,,,0.1929291784763336,swanlab
2200,,train,0.096102625131607,0.0915862843394279,0.0001,,swanlab
2250,,train,0.1026418879628181,0.0981923192739486,0.0001,,swanlab
2300,,train,0.1000985279679298,0.0962915271520614,0.0001,,swanlab
2350,,train,0.0797704681754112,0.0780980512499809,0.0001,,swanlab
2400,,train,0.0907271206378936,0.0870215743780136,0.0001,,swanlab
2450,,train,0.1095516383647918,0.1075427904725074,0.0001,,swanlab
2500,,train,0.1011464148759842,0.0977639630436897,0.0001,,swanlab
2550,,train,0.087906613945961,0.0855128094553947,0.0001,,swanlab
2600,,train,0.0847139582037925,0.0784170404076576,0.0001,,swanlab
2650,,train,0.0864306539297103,0.0828458294272422,0.0001,,swanlab
2700,,train,0.0878692492842674,0.0839838311076164,0.0001,,swanlab
2750,,train,0.0845035389065742,0.0819582194089889,0.0001,,swanlab
2800,,train,0.0886852070689201,0.087395928800106,0.0001,,swanlab
2850,,train,0.0899224728345871,0.0871934965252876,0.0001,,swanlab
2868,,eval,,,,0.1914263218641281,swanlab
2900,,train,0.0860640630125999,0.0823549926280975,0.0001,,swanlab
2950,,train,0.0882456004619598,0.0850454643368721,0.0001,,swanlab
3000,,train,0.0785917416214943,0.0767184495925903,0.0001,,swanlab
3050,,train,0.092648759484291,0.0897259563207626,0.0001,,swanlab
3100,,train,0.0868521258234977,0.0847309455275535,0.0001,,swanlab
3150,,train,0.0858817622065544,0.0831674709916114,0.0001,,swanlab
3200,,train,0.0802150666713714,0.0771529302000999,0.0001,,swanlab
3250,,train,0.0824969708919525,0.0796953067183494,0.0001,,swanlab
3300,,train,0.0841240286827087,0.0813801810145378,0.0001,,swanlab
3350,,train,0.0793686360120773,0.0772937983274459,0.0001,,swanlab
3400,,train,0.0844362750649452,0.0822232142090797,0.0001,,swanlab
3450,,train,0.0865196138620376,0.0833864286541938,0.0001,,swanlab
3500,,train,0.0832166820764541,0.0819680243730545,0.0001,,swanlab
3550,,train,0.08713049441576,0.0848505273461341,0.0001,,swanlab
3585,,eval,,,,0.1960196793079376,swanlab
3600,,train,0.0791654139757156,0.0759298801422119,0.0001,,swanlab
3650,,train,0.0746805295348167,0.0723957270383834,0.0001,,swanlab
3700,,train,0.0812940970063209,0.0791671127080917,0.0001,,swanlab
3750,,train,0.0734081864356994,0.0708492696285247,0.0001,,swanlab
3800,,train,0.0781386569142341,0.0764941573143005,0.0001,,swanlab
3850,,train,0.0761433616280555,0.0737666934728622,0.0001,,swanlab
3900,,train,0.0803946778178215,0.0779020115733146,0.0001,,swanlab
3950,,train,0.0739096999168396,0.0712317451834678,0.0001,,swanlab
4000,,train,0.0750668048858642,0.0722052082419395,0.0001,,swanlab
4050,,train,0.071563646197319,0.0687453597784042,0.0001,,swanlab
4100,,train,0.0670930966734886,0.0647239387035369,0.0001,,swanlab
4150,,train,0.0745442360639572,0.0723703354597091,0.0001,,swanlab
4200,,train,0.0737534910440445,0.0708921402692794,0.0001,,swanlab
4250,,train,0.0678578093647956,0.0663471445441246,0.0001,,swanlab
4300,,train,0.0729279816150665,0.0711627006530761,0.0001,,swanlab
4302,,eval,,,,0.1997201591730117,swanlab
4350,,train,0.0713029205799102,0.0691825747489929,0.0001,,swanlab
4400,,train,0.0701631903648376,0.0687796846032142,0.0001,,swanlab
4450,,train,0.0713653415441513,0.0701852440834045,0.0001,,swanlab
4500,,train,0.0731502175331115,0.068424567580223,0.0001,,swanlab
4550,,train,0.0772761031985282,0.0746073424816131,0.0001,,swanlab
4600,,train,0.0725763216614723,0.0693297684192657,0.0001,,swanlab
4650,,train,0.0737028792500495,0.0727044939994812,0.0001,,swanlab
4700,,train,0.0735564082860946,0.0706603676080703,0.0001,,swanlab
4750,,train,0.0668998658657074,0.0637848302721977,0.0001,,swanlab
4800,,train,0.0712840855121612,0.0676338598132133,0.0001,,swanlab
4850,,train,0.0663558840751648,0.0623110122978687,0.0001,,swanlab
4900,,train,0.0600714161992073,0.0584917180240154,0.0001,,swanlab
4950,,train,0.0681492835283279,0.0641890466213226,0.0001,,swanlab
5000,,train,0.0705779790878295,0.0670874267816543,0.0001,,swanlab
5019,,eval,,,,0.1941468864679336,swanlab
5050,,train,0.0646834671497345,0.0622813701629638,0.0001,,swanlab
5100,,train,0.0631194412708282,0.061297733336687,0.0001,,swanlab
5150,,train,0.0735752210021019,0.0684051811695098,0.0001,,swanlab
5200,,train,0.0705763548612594,0.0674182698130607,0.0001,,swanlab
5250,,train,0.0734138861298561,0.066880777478218,0.0001,,swanlab
5300,,train,0.0645254999399185,0.0618606060743331,0.0001,,swanlab
5350,,train,0.0645957365632057,0.061990950256586,0.0001,,swanlab
5400,,train,0.0674060583114624,0.0648663192987442,0.0001,,swanlab
5450,,train,0.0654054954648017,0.0629174783825874,0.0001,,swanlab
5500,,train,0.0682855099439621,0.0661263912916183,0.0001,,swanlab
5550,,train,0.0706464350223541,0.0684801638126373,0.0001,,swanlab
5600,,train,0.0676665604114532,0.0656522810459137,0.0001,,swanlab
5650,,train,0.0662032961845398,0.0647648125886917,0.0001,,swanlab
5700,,train,0.0743323042988777,0.0721546784043312,0.0001,,swanlab
5736,,eval,,,,0.1886211633682251,swanlab
