model_name,train_split,eval_split,action_l1,num_frames,num_episodes,checkpoint_path
act_splitABC,splitA+splitB+splitC,splitD,0.14646562463553758,308918,5124,/data/yc/CS60003/hw3/task2/outputs/act_splitABC/checkpoints/best.pt
