step,train_loss,train_loss_timestamp,train_action_l1,train_action_l1_timestamp,eval_action_l1,eval_action_l1_timestamp,lr,lr_timestamp
13000,0.0695184767246246,1781291050000.0,0.0651030242443084,1781291050000.0,,,0.0001,1781291050000.0
13050,0.0660905838012695,1781291064000.0,0.0635612830519676,1781291064000.0,,,0.0001,1781291064000.0
13100,0.0671363398432731,1781291078000.0,0.0642764717340469,1781291078000.0,,,0.0001,1781291078000.0
13150,0.0655212700366973,1781291094000.0,0.0641085803508758,1781291094000.0,,,0.0001,1781291094000.0
13200,0.0681451261043548,1781291108000.0,0.0649653300642967,1781291108000.0,,,0.0001,1781291108000.0
13250,0.0636300519108772,1781291122000.0,0.0623333044350147,1781291122000.0,,,0.0001,1781291122000.0
13300,0.0625074505805969,1781291136000.0,0.0605361945927143,1781291136000.0,,,0.0001,1781291136000.0
13350,0.0654577240347862,1781291152000.0,0.0621354691684246,1781291152000.0,,,0.0001,1781291152000.0
13400,0.0660208687186241,1781291167000.0,0.0638376846909523,1781291167000.0,,,0.0001,1781291167000.0
13450,0.064514972269535,1781291180000.0,0.061947152018547,1781291180000.0,,,0.0001,1781291180000.0
13500,0.0665769651532173,1781291195000.0,0.0655298829078674,1781291195000.0,,,0.0001,1781291195000.0
13550,0.070587582886219,1781291210000.0,0.0685274675488472,1781291210000.0,,,0.0001,1781291210000.0
13600,0.0705723464488983,1781291225000.0,0.0668161362409591,1781291225000.0,,,0.0001,1781291225000.0
13650,0.0632048100233078,1781291239000.0,0.0591029226779937,1781291239000.0,,,0.0001,1781291239000.0
13700,0.0646191537380218,1781291253000.0,0.0622272789478302,1781291253000.0,,,0.0001,1781291253000.0
13750,0.0636718645691871,1781291268000.0,0.061803750693798,1781291268000.0,,,0.0001,1781291268000.0
13800,0.0648736804723739,1781291282000.0,0.0627450868487358,1781291282000.0,,,0.0001,1781291282000.0
13850,0.0711405649781227,1781291295000.0,0.0688917189836502,1781291295000.0,,,0.0001,1781291295000.0
13900,0.0672432333230972,1781291310000.0,0.0647922232747078,1781291310000.0,,,0.0001,1781291310000.0
13950,0.0666416734457016,1781291325000.0,0.0650756657123565,1781291325000.0,,,0.0001,1781291325000.0
14000,0.064438447356224,1781291339000.0,0.0617720857262611,1781291339000.0,,,0.0001,1781291339000.0
14050,0.0661192238330841,1781291354000.0,0.0641313046216964,1781291354000.0,,,0.0001,1781291354000.0
14100,0.0609536319971084,1781291368000.0,0.0585895888507366,1781291368000.0,,,0.0001,1781291368000.0
14150,0.06954126060009,1781291384000.0,0.067072793841362,1781291384000.0,,,0.0001,1781291384000.0
14200,0.0689846128225326,1781291398000.0,0.0642166063189506,1781291398000.0,,,0.0001,1781291398000.0
14250,0.0605800673365592,1781291412000.0,0.0588314719498157,1781291412000.0,,,0.0001,1781291412000.0
14300,0.062462743371725,1781291426000.0,0.0587024204432964,1781291426000.0,,,0.0001,1781291426000.0
14350,0.0628682151436805,1781291442000.0,0.0600056126713752,1781291442000.0,,,0.0001,1781291442000.0
14400,0.0686113610863685,1781291456000.0,0.0664876848459243,1781291456000.0,,,0.0001,1781291456000.0
14450,0.0662752017378807,1781291470000.0,0.0637127384543418,1781291470000.0,,,0.0001,1781291470000.0
14500,0.0632340162992477,1781291485000.0,0.0614141598343849,1781291485000.0,,,0.0001,1781291485000.0
14550,0.0589324347674846,1781291501000.0,0.0578418225049972,1781291501000.0,,,0.0001,1781291501000.0
14600,0.0663202404975891,1781291514000.0,0.0647773593664169,1781291514000.0,,,0.0001,1781291514000.0
14650,0.0644271969795227,1781291528000.0,0.0640839263796806,1781291528000.0,,,0.0001,1781291528000.0
14658,,,,,0.1553950160741806,1781291741000.0,,
14700,0.0628755316138267,1781291758000.0,0.0613027364015579,1781291758000.0,,,0.0001,1781291758000.0
14750,0.0558012872934341,1781291772000.0,0.0542276799678802,1781291772000.0,,,0.0001,1781291772000.0
14800,0.0600705109536647,1781291787000.0,0.0578144639730453,1781291787000.0,,,0.0001,1781291787000.0
14850,0.0619113408029079,1781291801000.0,0.0595661625266075,1781291801000.0,,,0.0001,1781291801000.0
14900,0.0706499144434928,1781291817000.0,0.0685541480779647,1781291817000.0,,,0.0001,1781291817000.0
14950,0.0635304301977157,1781291831000.0,0.0595671646296978,1781291831000.0,,,0.0001,1781291831000.0
15000,0.0664585009217262,1781291844000.0,0.0623533613979816,1781291844000.0,,,0.0001,1781291844000.0
15050,0.0685632601380348,1781291858000.0,0.0650899708271026,1781291858000.0,,,0.0001,1781291858000.0
15100,0.0701091885566711,1781291873000.0,0.0651318877935409,1781291873000.0,,,0.0001,1781291873000.0
15150,0.065030463039875,1781291888000.0,0.0604854337871074,1781291888000.0,,,0.0001,1781291888000.0
15200,0.0627198368310928,1781291902000.0,0.0587229169905185,1781291902000.0,,,0.0001,1781291902000.0
15250,0.0596179962158203,1781291916000.0,0.0565379448235034,1781291916000.0,,,0.0001,1781291916000.0
15300,0.0704648494720459,1781291932000.0,0.0683980584144592,1781291932000.0,,,0.0001,1781291932000.0
15350,0.0617541521787643,1781291946000.0,0.0576721504330635,1781291946000.0,,,0.0001,1781291946000.0
15400,0.0621223039925098,1781291960000.0,0.0587254203855991,1781291960000.0,,,0.0001,1781291960000.0
15450,0.0654666274785995,1781291974000.0,0.0622944422066211,1781291974000.0,,,0.0001,1781291974000.0
15500,0.0620048567652702,1781291989000.0,0.0585994496941566,1781291989000.0,,,0.0001,1781291989000.0
15550,0.0626316890120506,1781292004000.0,0.060999795794487,1781292004000.0,,,0.0001,1781292004000.0
15600,0.0642737448215484,1781292018000.0,0.0604692734777927,1781292018000.0,,,0.0001,1781292018000.0
15650,0.0648334547877311,1781292032000.0,0.0622702538967132,1781292032000.0,,,0.0001,1781292032000.0
15700,0.0692824050784111,1781292048000.0,0.0652836263179779,1781292048000.0,,,0.0001,1781292048000.0
15750,0.0659839436411857,1781292062000.0,0.0623242184519767,1781292062000.0,,,0.0001,1781292062000.0
15800,0.0657247528433799,1781292077000.0,0.0631654113531112,1781292077000.0,,,0.0001,1781292077000.0
15850,0.0671848282217979,1781292091000.0,0.0639705434441566,1781292091000.0,,,0.0001,1781292091000.0
15900,0.0611981526017189,1781292106000.0,0.0590423122048378,1781292106000.0,,,0.0001,1781292106000.0
15950,0.0591939464211463,1781292122000.0,0.0582581497728824,1781292122000.0,,,0.0001,1781292122000.0
16000,0.0600356459617614,1781292137000.0,0.056523036211729,1781292137000.0,,,0.0001,1781292137000.0
16050,0.0626472830772399,1781292151000.0,0.0597008801996707,1781292151000.0,,,0.0001,1781292151000.0
16100,0.062284767627716,1781292164000.0,0.058673121035099,1781292164000.0,,,0.0001,1781292164000.0
16150,0.0679706633090972,1781292180000.0,0.064747467637062,1781292180000.0,,,0.0001,1781292180000.0
16200,0.0631448328495025,1781292194000.0,0.0621187686920166,1781292194000.0,,,0.0001,1781292194000.0
16250,0.0661684498190879,1781292209000.0,0.0626809298992157,1781292209000.0,,,0.0001,1781292209000.0
16300,0.0600542947649955,1781292223000.0,0.058378167450428,1781292223000.0,,,0.0001,1781292223000.0
16350,0.0625208914279937,1781292238000.0,0.0607574768364429,1781292238000.0,,,0.0001,1781292238000.0
16400,0.061598677188158,1781292252000.0,0.0588546395301818,1781292252000.0,,,0.0001,1781292252000.0
16450,0.0716389194130897,1781292266000.0,0.0677751302719116,1781292266000.0,,,0.0001,1781292266000.0
16500,0.0669432953000068,1781292280000.0,0.0634749680757522,1781292280000.0,,,0.0001,1781292280000.0
16550,0.062235303223133,1781292294000.0,0.0591625683009624,1781292294000.0,,,0.0001,1781292294000.0
16600,0.062619425356388,1781292308000.0,0.0592225715517997,1781292308000.0,,,0.0001,1781292308000.0
16650,0.0621005818247795,1781292322000.0,0.0590416938066482,1781292322000.0,,,0.0001,1781292322000.0
16700,0.0648429691791534,1781292337000.0,0.0625712499022483,1781292337000.0,,,0.0001,1781292337000.0
16750,0.0668036639690399,1781292351000.0,0.0621607340872287,1781292351000.0,,,0.0001,1781292351000.0
16752,,,,,0.1549013704061508,1781292560000.0,,
